I1,I2,I3,I4,Amm,Contract,Dep,Sprc,PRC,ZIP,SPECcode,SpecNum
11,171,300,537,39.29,28295,7,12,1,60628,538,10
11,181,20,258,377992.75,28951,7,5,1,60609,821,10
11,181,41,709,5869.23,28777,0,0,0,60000,144,10
11,171,40,61,3128.21,28245,11,12,1,60618,552,10
106,171,0,0,606.54,19393,15,41,3,60197,798,37
11,181,17,355,1655.32,31838,11,12,1,60428,555,12
11,181,28,156,6954,19651,12,5,1,60612,930,59
11,171,19,393,13240,28456,11,5,1,46342,772,97
22,185,3,275,8150.97,58794,4,6,0,60639,626,46
184,168,0,0,14980.36,30016,3,1,1,60639,59,12
22,174,100,647,2161.96,33547,16,6,0,60616,789,13
11,171,18,185,16666.72,40894,9,7,0,60647,363,22
11,171,68,558,3641.75,25982,16,5,1,60467,500,75
11,171,302,833,3421.57,28945,2,3,6,60056,841,11
11,181,27,156,36375.12,18085,10,16,1,33178,138,61
250,175,0,0,8250,43863,4,6,1,60606,914,30
11,171,30,699,3322.57,15257,10,16,1,60137,660,56
184,178,0,0,113637.21,28953,3,2,3,64108,258,11
11,161,95,233,58807.5,20417,0,0,0,60000,431,74
11,171,68,793,380,26313,7,5,1,60411,740,97
250,165,0,0,7044.75,48558,4,6,0,60622,733,12
184,188,0,0,330490.08,31956,3,1,1,60646,592,12
138,174,0,0,57009.59,30223,12,7,0,53201,471,12
106,171,0,0,540.12,19393,15,41,3,60197,798,37
11,171,92,698,34167.54,30986,17,12,1,60177,444,12
11,181,17,123,319.77,30871,11,12,1,60639,882,11
22,185,400,431,2649.07,50258,9,6,3,60622,115,91
250,175,0,0,172.58,31497,4,6,0,60657,953,12
11,181,0,614,1575.62,33233,0,0,0,60000,300,10
11,181,390,76,253379,26600,2,26,3,60638,722,87
11,171,86,361,691.3,30986,17,12,1,60177,444,12
11,161,85,316,36.39,33232,0,0,0,60000,508,10
11,181,27,966,3815.34,26158,12,5,1,60661,394,83
184,168,0,0,21765.04,29937,3,1,1,60106,59,12
11,171,86,983,14400,52021,0,0,0,60000,128,61
11,181,87,121,86,33233,0,0,0,60000,300,10
11,171,18,296,16307.2,26600,2,26,3,60638,722,87
11,171,88,748,79387.89,24782,2,3,1,60609,115,91
22,175,6,578,8654.57,46173,4,6,0,60630,430,28
11,171,302,30,14027.92,33448,2,3,1,60628,794,12
11,181,42,228,6880.24,28775,0,0,0,60000,144,10
254,175,0,0,2083.14,50261,9,6,3,60622,115,91
11,161,18,408,31912.61,18086,10,16,1,33178,507,65
11,171,68,980,1829.25,33233,0,0,0,60000,300,10
254,175,0,0,6992.77,50324,9,6,3,60639,496,11
184,178,0,0,1265.89,30531,3,2,2,60678,687,11
11,171,60,575,18.75,24932,3,5,1,60101,364,73
22,174,101,327,11056.08,31661,16,6,0,60608,982,12
11,171,67,698,2600,24835,2,5,1,46406,957,79
254,175,0,0,2727.14,50188,9,6,3,60640,114,91
22,175,6,253,76.5,55599,4,6,0,60612,53,30
106,171,0,0,25573.62,19393,15,41,3,60197,798,37
106,171,0,0,578.8,19393,15,41,3,60197,798,37
11,181,300,206,1443176.51,26443,2,26,3,60638,673,86
11,181,301,919,21431.99,19907,13,26,5,60603,693,66
254,165,0,0,4990,30907,9,6,3,60661,87,90
241,164,0,0,724.18,33522,16,6,0,60613,755,13
241,164,0,0,1531.77,33702,0,6,0,60647,66,14
22,175,400,421,4707,50127,9,6,3,60661,87,90
11,181,300,481,10504.12,26275,0,26,3,60606,557,95
241,174,0,0,3211.06,31661,16,6,0,60608,982,12
11,171,27,171,4118.6,20414,10,16,1,60636,645,66
11,171,71,148,62.58,33233,0,0,0,60000,300,10
184,178,0,0,76.86,30015,3,1,1,60639,59,12
11,161,96,69,551.3,33233,0,0,0,60000,300,10
11,171,30,819,4504.5,26158,12,5,1,60661,394,83
11,181,1,604,200,30301,0,0,0,60000,834,11
184,158,0,0,82857,28294,3,1,1,60656,574,11
11,181,42,470,114.62,26588,24,5,1,60642,590,85
11,171,31,189,4440,29728,0,0,0,60000,910,10
11,171,17,732,28710,32276,3,12,1,60187,624,12
11,171,300,196,12988.27,46733,2,26,8,60603,333,11
184,168,0,0,32828,14623,3,2,3,60606,646,56
11,181,86,475,281.07,33233,0,0,0,60000,300,10
11,171,67,81,2035,27491,14,12,1,60624,703,97
185,169,0,0,4201.05,19393,15,41,3,60197,798,37
154,185,0,0,7353,46305,9,40,1,60501,476,13
250,175,0,0,45308.43,32014,4,6,0,60610,59,13
11,181,16,538,27.5,24932,3,5,1,60101,364,73
138,184,0,0,2222,30722,12,2,3,80129,471,12
11,181,19,615,1102.77,19755,12,12,1,60609,123,71
184,168,0,0,1995.82,44315,3,2,2,60674,423,94
131,173,0,0,1998.65,30298,0,0,0,60000,834,11
11,181,28,333,24297.45,19550,12,7,0,60062,263,72
270,177,0,0,2534.76,51143,27,6,3,60626,171,12
131,173,0,0,1202.35,30298,0,0,0,60000,834,11
138,184,0,0,3344.49,30223,12,7,0,53201,471,12
250,175,0,0,2245.69,43737,4,6,1,60623,796,25
11,181,300,992,85251.02,14731,2,3,1,60610,318,53
22,185,4,807,4847.51,34359,4,6,0,60620,114,15
241,104,0,0,373.28,21072,16,6,0,60624,5,80
250,165,0,0,8862.72,32059,4,6,0,60604,103,13
11,171,89,847,141.29,33233,0,0,0,60000,300,10
250,175,0,0,15470,31999,4,6,0,60612,59,13
250,135,0,0,31288.83,25151,4,6,3,60639,986,99
184,178,0,0,759.52,30015,3,1,1,60639,59,12
250,175,0,0,1916.66,44052,4,6,0,60626,53,30
270,167,0,0,786.26,31782,27,6,3,60622,171,12
11,171,19,373,7638.8,24932,3,5,1,60101,364,73
11,181,301,969,8820,25743,0,0,0,60000,254,92
184,168,0,0,132688.15,29801,3,2,2,60000,423,94
22,185,1,386,1328.69,34975,4,6,0,60653,996,15
184,178,0,0,448038.87,32517,3,1,1,60607,546,12
22,185,4,814,8777.92,63530,4,6,0,60602,432,53
250,175,0,0,1861.02,44034,4,6,0,60607,53,30
22,175,2,784,4146.43,31487,4,6,0,60624,739,12
11,171,87,161,968.7,33232,0,0,0,60000,508,10
11,181,19,590,1055,24835,2,5,1,46406,957,79
11,161,18,866,398.05,19755,12,12,1,60609,123,71
22,184,101,768,2645.45,72954,0,6,0,60606,693,69
184,178,0,0,28197.99,32257,3,2,2,60143,494,11
11,181,29,570,3797.6,17739,10,16,1,60137,126,61
11,181,300,88,868593.15,26971,2,3,1,60605,753,97
11,171,300,700,427.68,40336,19,12,1,60477,312,13
11,181,42,175,99.87,33233,0,0,0,60000,300,10
250,175,0,0,16848.8,31173,4,6,0,60608,936,12
250,165,0,0,2352,31167,4,6,1,60610,936,12
11,171,87,917,88,33233,0,0,0,60000,300,10
22,185,3,74,11704.97,58889,4,6,0,60651,626,46
11,181,300,403,7118,18248,2,3,1,60018,410,64
123,172,0,0,1100,61994,6,7,0,60615,446,51
184,178,0,0,8157.4,26987,3,2,2,63102,206,52
22,185,7,488,640,58873,4,6,0,60640,761,45
11,171,90,624,8.7,33233,0,0,0,60000,300,10
106,171,0,0,366.94,20293,0,0,0,60000,285,62
254,165,0,0,1499.98,30829,9,6,3,60653,114,91
11,181,302,108,8722.44,30997,11,5,1,60631,26,12
22,185,2,181,1386.24,67704,4,6,0,60624,169,60
131,173,0,0,300,30525,0,0,0,60000,834,11
11,171,89,357,1782,32900,17,5,1,60177,848,12
250,165,0,0,1750,31344,4,6,0,60607,940,12
11,171,69,855,2598.72,15451,3,12,0,60803,958,39
11,171,86,649,4670.64,30043,7,12,1,40285,219,82
11,181,15,687,386.94,28295,7,12,1,60628,538,10
11,181,300,685,144584,28514,12,16,1,46373,428,11
11,171,90,745,198.4,33233,0,0,0,60000,300,10
11,161,95,228,14630,20237,0,0,0,60000,290,62
22,185,0,671,6066.49,58616,4,6,0,60608,761,45
11,171,69,671,15550,26051,12,12,1,60618,14,90
11,171,87,411,109.86,33233,0,0,0,60000,300,10
11,171,31,381,1250,34964,12,5,1,60126,627,12
11,181,27,616,11592.84,24034,10,5,1,60185,610,86
22,175,400,588,1124.6,50214,9,6,3,60619,114,91
22,175,1,969,26375.02,58868,4,6,0,60616,761,45
11,171,41,516,102741.8,33323,0,0,0,60000,572,12
22,175,2,981,389,43911,4,6,0,60609,880,25
11,171,69,721,949267.56,55127,0,0,0,60000,668,20
22,185,2,56,2370.96,67510,4,6,0,60603,857,59
11,171,91,66,92,33232,0,0,0,60000,508,10
11,171,41,931,4385.34,24027,10,5,1,60609,610,86
22,185,7,420,21879.12,58771,4,6,0,60620,761,45
22,184,100,867,1100,50701,16,6,0,60607,708,34
22,185,6,66,18184.02,67679,4,6,0,60604,169,60
11,181,27,913,3713.6,33469,12,12,1,60609,826,12
250,175,0,0,2285.5,44017,4,6,1,60639,796,25
11,181,1,529,7.47,33233,0,0,0,60000,300,10
22,175,1,216,606.08,31236,4,6,0,60629,938,12
11,181,28,489,99384.66,19651,12,5,1,60612,930,59
250,145,0,0,6629.25,27127,4,6,0,60649,248,11
22,185,6,735,39508.88,48787,4,6,0,60608,509,13
11,181,15,293,4257.73,33469,12,12,1,60609,826,12
11,171,388,966,119156.83,23883,2,26,5,60606,938,79
250,175,0,0,1582,43913,4,6,0,60630,880,25
11,171,87,697,14500,32528,17,12,1,60696,654,12
254,165,0,0,2031.2,30837,9,6,3,60602,114,91
104,160,0,0,1221.33,9977,13,27,5,60606,0,0
131,183,0,0,380,32230,29,5,1,60654,459,12
11,181,87,743,10,33233,0,0,0,60000,300,10
11,181,29,172,15.75,33233,0,0,0,60000,300,10
11,181,27,432,4738.93,32463,12,5,1,60090,693,12
11,181,300,834,747382.54,27075,2,26,3,60638,524,95
184,178,0,0,5100.14,39303,3,2,8,60654,339,63
11,181,43,122,1363.04,28775,0,0,0,60000,144,10
11,181,302,453,153881.17,19847,13,26,5,64180,693,66
106,171,0,0,146.75,19393,15,41,3,60197,798,37
250,175,0,0,3133.01,55615,4,6,0,60644,53,30
11,171,88,770,3639.36,20653,2,3,1,60035,469,74
11,171,388,982,14530,33772,12,5,1,60078,910,12
11,161,17,849,238.2,29709,12,5,1,60176,822,11
11,171,43,253,1047.6,46807,12,12,1,60007,447,13
11,181,87,365,31.44,33233,0,0,0,60000,300,10
22,175,0,775,831.27,48790,4,6,0,60603,509,13
11,181,0,855,5427.79,26901,3,12,1,60455,208,92
11,171,29,274,5801.01,19755,12,12,1,60609,123,71
11,181,300,897,3656.64,28295,7,12,1,60628,538,10
11,161,85,209,58113.09,23031,2,22,1,52627,603,86
106,171,0,0,321.14,19393,15,41,3,60197,798,37
11,171,301,55,52282.7,14731,2,3,1,60610,318,53
241,164,0,0,49.79,33687,16,6,0,60608,64,14
22,185,1,855,12094.74,68335,4,6,0,60602,781,60
184,168,0,0,34005.48,29683,3,1,1,60048,162,71
22,185,2,60,10461.26,58628,4,6,0,60616,761,45
188,189,0,0,58551.12,37538,11,8,1,60634,518,12
131,173,0,0,510,49308,0,0,0,60000,509,13
11,181,20,37,2.4,33233,0,0,0,60000,300,10
11,161,85,170,125958.27,5432,0,0,0,60000,0,0
184,178,0,0,28585.7,29682,3,1,1,60462,838,10
22,185,1,125,84893.31,28486,4,6,0,60612,850,11
270,167,0,0,1766.8,31763,27,6,3,60617,171,12
11,161,25,384,359.7,29859,3,12,1,60628,818,10
106,171,0,0,3066.73,20293,0,0,0,60000,285,62
11,181,85,181,83913,29658,0,0,0,60000,678,10
1,117,101,883,22521.75,19651,12,5,1,60612,930,59
11,171,29,65,3996.36,49569,12,5,1,60638,124,13
11,171,301,746,27956.3,26633,2,26,5,63150,803,98
22,185,5,249,31011.22,67619,4,6,0,60608,169,60
11,171,302,147,19197.28,25933,2,3,1,60612,756,97
11,181,29,417,8490.15,20335,10,16,1,60534,645,66
254,175,0,0,953,51044,9,6,3,60612,87,90
22,175,2,62,6692.52,55612,4,6,0,60640,53,30
11,171,302,506,3810.23,19755,12,12,1,60609,123,71
11,181,302,417,287144.89,5432,0,0,0,60000,0,0
11,181,1,15,6515.29,30871,11,12,1,60639,882,11
11,171,389,152,38888.89,28297,2,26,3,60000,924,99
11,171,302,759,6804,19755,12,12,1,60609,123,71
11,171,300,278,1321.19,19755,12,12,1,60609,123,71
188,179,0,0,1061.03,28470,11,2,2,60674,56,11
184,168,0,0,1269.63,30015,3,1,1,60639,59,12
11,181,28,526,125,33461,12,5,1,60614,447,12
11,171,92,292,341219,64307,9,7,0,60654,472,54
22,187,0,296,8872.61,51171,27,6,3,60651,171,12
22,185,6,298,2070.48,58631,4,6,0,60639,761,45
11,181,301,456,78.62,19755,12,12,1,60609,123,71
22,174,101,843,4305.45,33691,0,6,0,60614,64,14
270,177,0,0,2082.76,51197,27,6,3,60621,171,12
11,181,85,632,6825,30586,14,12,1,60477,994,11
22,185,4,74,5542.57,33340,4,6,0,60608,509,13
11,171,27,588,15508.36,18085,10,16,1,33178,138,61
11,171,31,98,34953.56,18086,10,16,1,33178,507,65
22,187,0,349,3258.43,51136,27,6,3,60618,171,12
11,171,303,430,1263.68,25098,2,26,5,60680,996,89
250,175,0,0,3219.84,57478,4,6,0,60623,553,44
11,181,0,419,257.64,41708,12,12,1,60638,946,12
11,181,0,731,750,27782,0,0,0,60000,939,10
184,178,0,0,2589.5,28245,11,12,1,60618,552,10
184,188,0,0,88170.21,29890,3,2,2,60173,746,87
158,176,0,0,384.66,14026,0,0,0,60000,797,47
22,185,7,77,22422.59,58805,4,6,0,60622,761,45
22,185,2,278,2641.19,34972,4,6,0,60602,996,15
11,171,31,651,10174.84,24026,10,5,1,60415,610,86
11,171,389,515,489719.45,46733,2,26,8,60603,333,11
22,174,101,816,10084.98,33691,0,6,0,60614,64,14
11,171,18,481,4447.8,31963,11,12,1,60010,665,12
11,181,1,677,2100.6,28296,7,12,1,11747,538,10
22,185,6,777,15392,32006,4,6,0,60616,59,13
154,165,0,0,5526.76,29540,12,2,2,60000,56,11
254,165,0,0,1756.01,32217,9,6,3,60611,115,91
22,175,4,100,33758.79,31999,4,6,0,60612,59,13
131,163,0,0,457.5,30296,0,0,0,60000,834,11
22,185,6,689,286.47,58941,4,6,0,60652,626,46
11,181,20,283,12800.22,75071,11,5,1,60101,565,21
154,185,0,0,13126,47144,9,15,1,60501,476,13
22,175,5,639,211.42,43657,4,6,0,60602,53,30
11,181,87,200,3774.96,33232,0,0,0,60000,508,10
11,181,27,167,720,17836,10,16,1,60609,902,59
11,171,68,184,1259.85,33233,0,0,0,60000,300,10
22,175,400,259,2999.99,50214,9,6,3,60619,114,91
11,171,16,43,228.98,26588,24,5,1,60642,590,85
11,171,301,164,5940,41933,12,12,1,60090,946,12
188,169,0,0,55749.61,39293,11,1,1,60062,373,13
158,186,0,0,559.12,14026,0,0,0,60000,797,47
11,171,389,940,103.38,28296,7,12,1,11747,538,10
11,171,31,737,779.8,32679,12,12,1,60693,751,12
11,171,88,899,15549.35,40336,19,12,1,60477,312,13
22,174,101,199,16158.2,31674,0,6,0,60613,985,12
22,174,101,564,735.35,33738,16,6,0,60623,141,14
184,188,0,0,2701.17,25392,3,2,2,64180,191,81
11,161,26,914,199.67,33233,0,0,0,60000,300,10
250,175,0,0,3865.79,43769,4,6,1,60623,796,25
11,171,15,71,125181.41,12203,7,5,1,60608,599,45
188,179,0,0,28563.24,28477,11,2,2,60656,56,11
11,171,301,143,1578.8,33447,2,3,1,60090,118,13
11,181,0,423,687.84,51904,0,0,0,60000,508,10
11,171,303,167,3391,30297,0,0,0,60000,834,11
241,174,0,0,2880,33756,16,6,0,60617,151,14
11,171,68,303,1803.59,33233,0,0,0,60000,300,10
11,161,26,604,3769,32528,17,12,1,60696,654,12
131,173,0,0,595,49308,0,0,0,60000,509,13
11,171,43,350,77655.32,32560,0,0,0,60000,157,12
11,171,68,371,24187.62,26916,3,12,1,60618,208,92
22,174,102,747,4589.33,31989,16,6,0,60637,69,13
11,171,91,165,853.77,33233,0,0,0,60000,300,10
11,181,300,664,649,66794,2,3,1,60018,142,38
188,189,0,0,30537.07,24392,11,2,2,60532,7,90
11,171,15,919,13050,30407,7,12,1,60477,808,11
11,181,85,599,338.95,33233,0,0,0,60000,300,10
11,181,301,794,29388,30545,12,12,1,60139,487,12
11,171,389,983,4295.68,23568,17,12,1,60628,566,75
241,164,0,0,6935.61,33544,16,6,0,60617,782,13
106,171,0,0,490.14,20293,0,0,0,60000,285,62
22,175,5,685,25200,43958,4,6,0,60624,914,30
11,171,16,177,48026.88,28636,11,12,1,60693,231,11
11,171,301,521,1104997.09,26443,2,26,3,60638,673,86
254,175,0,0,2109.06,50293,9,6,3,60653,115,91
22,184,800,20,15048,50120,36,6,0,60640,622,33
22,175,4,721,1610.62,44233,4,6,0,60615,53,30
22,184,100,411,32472.15,33768,0,6,0,60612,154,14
22,185,2,627,69886.04,52004,4,6,0,60607,510,13
254,165,0,0,320.2,30838,9,6,3,60602,114,91
11,171,27,477,6746.29,33717,0,0,0,60000,479,12
22,175,0,820,2305,31499,4,6,0,60613,739,12
11,181,17,26,46.5,24932,3,5,1,60101,364,73
11,171,19,758,26678.84,28777,0,0,0,60000,144,10
22,185,0,500,1126.4,48790,4,6,0,60603,509,13
167,177,0,0,18649,34452,1,23,2,60631,245,13
11,161,23,271,141.59,36561,0,0,0,60000,509,12
22,185,4,338,10474.23,63437,4,6,0,60612,388,53
241,164,0,0,88.94,33752,0,6,0,60612,149,14
154,185,0,0,16682,47754,9,15,1,60501,476,13
11,171,31,276,16380.27,18085,10,16,1,33178,138,61
184,178,0,0,14702.33,30017,3,1,1,60609,60,12
106,181,0,0,304.42,19393,15,41,3,60197,798,37
11,171,69,950,23912.74,29859,3,12,1,60628,818,10
250,175,0,0,69394,31999,4,6,0,60612,59,13
11,171,300,311,680.4,28295,7,12,1,60628,538,10
11,171,85,462,175.4,33233,0,0,0,60000,300,10
250,175,0,0,9851.79,31480,4,6,0,60628,739,12
131,173,0,0,48.5,30299,0,0,0,60000,834,11
11,171,91,363,133.16,33233,0,0,0,60000,300,10
11,161,22,448,22511.07,26753,2,3,1,60439,431,10
250,165,0,0,2916.67,31304,4,6,0,60620,940,12
250,165,0,0,4585.78,32340,4,6,0,60615,173,13
22,175,0,489,77948.63,28486,4,6,0,60612,850,11
11,171,92,313,43.18,33233,0,0,0,60000,300,10
22,185,0,789,14381.75,32006,4,6,0,60616,59,13
11,161,95,860,121316.7,3718,23,7,0,60605,736,17
11,171,31,186,720,17836,10,16,1,60609,902,59
11,181,0,656,20783.03,36561,0,0,0,60000,509,12
131,183,0,0,780,49308,0,0,0,60000,509,13
22,174,102,411,-450.4,33733,16,6,0,60613,139,14
22,175,400,356,11864.23,50364,9,6,3,60606,540,85
11,181,19,714,300.6,75071,11,5,1,60101,565,21
11,181,27,611,7989,22324,12,5,6,60056,985,69
184,168,0,0,274387.09,22593,3,2,3,60173,2,80
11,171,29,826,5368.5,25325,12,5,1,60608,418,84
11,181,29,109,821.3,20336,10,16,1,60636,645,66
22,175,6,296,108.87,43770,4,6,1,60603,796,25
131,173,0,0,247.5,30299,0,0,0,60000,834,11
184,178,0,0,1332.31,22194,3,2,5,60000,498,74
250,175,0,0,10781.08,32007,4,6,0,60651,59,13
11,181,300,778,4033.41,19755,12,12,1,60609,123,71
11,171,20,508,31.96,33233,0,0,0,60000,300,10
11,171,70,176,8502.63,28775,0,0,0,60000,144,10
11,171,20,25,199467.84,29140,11,12,1,49727,594,11
106,171,0,0,1175.82,19393,15,41,3,60197,798,37
11,171,17,37,530.1,30871,11,12,1,60639,882,11
11,171,28,866,64143.67,18086,10,16,1,33178,507,65
138,184,0,0,6052,29554,12,2,2,60540,56,11
11,181,16,138,31183.05,14285,0,0,0,60000,466,34
22,185,2,267,11605.48,67748,4,6,0,60624,169,60
11,171,67,571,2317,32564,19,5,1,60803,16,12
11,171,92,963,2100,30586,14,12,1,60477,994,11
11,171,43,133,5161.16,28775,0,0,0,60000,144,10
11,171,88,939,100.8,29645,26,5,1,60654,806,11
250,165,0,0,3230.48,31579,4,6,0,60626,733,12
11,181,28,883,597879,33959,0,0,0,60000,385,12
241,174,0,0,16849.82,42084,16,6,0,60612,651,23
11,171,27,188,663.74,33233,0,0,0,60000,300,10
250,165,0,0,612.66,31234,4,6,1,60603,937,12
22,175,2,1,5280,43923,4,6,0,60608,880,25
11,171,70,75,6949.52,26916,3,12,1,60618,208,92
11,181,20,271,22.32,33233,0,0,0,60000,300,10
11,181,301,941,872686.01,26971,2,3,1,60605,753,97
11,171,18,397,44380,34921,0,0,0,60000,502,13
270,177,0,0,1796.58,51127,27,6,3,60616,171,12
250,175,0,0,14441.86,31470,4,6,0,60624,739,12
250,175,0,0,3807.39,31480,4,6,0,60628,739,12
11,181,15,605,79345.92,28636,11,12,1,60693,231,11
11,171,86,996,40.65,30050,28,5,1,60622,56,11
11,161,27,290,47940,21694,14,12,1,60000,450,74
11,171,300,246,1047131.7,27905,2,7,0,60638,555,11
11,171,28,596,766.81,20336,10,16,1,60636,645,66
11,171,30,516,9664.4,20414,10,16,1,60636,645,66
11,171,31,920,3173.55,26158,12,5,1,60661,394,83
11,161,85,521,146137.99,26443,2,26,3,60638,673,86
250,165,0,0,2895.31,31237,4,6,1,60616,937,12
11,171,16,881,634,31001,11,12,1,60609,681,11
188,179,0,0,53670.28,28470,11,2,2,60674,56,11
11,171,31,588,318,31001,11,12,1,60609,681,11
188,169,0,0,25001.07,24363,11,2,2,60601,7,90
131,173,0,0,180,30297,0,0,0,60000,834,11
11,171,18,655,3027.4,31001,11,12,1,60609,681,11
270,177,0,0,824.29,51202,27,6,3,60629,171,12
11,181,88,122,17.19,33233,0,0,0,60000,300,10
22,175,4,830,4685.4,43880,4,6,0,60618,915,30
154,175,0,0,941,46305,9,40,1,60501,476,13
11,171,88,50,1342.14,33232,0,0,0,60000,508,10
131,183,0,0,425,49308,0,0,0,60000,509,13
184,178,0,0,3509.28,29866,0,0,0,60000,82,11
11,171,300,968,10501,22875,2,26,5,60616,975,79
11,161,86,43,21305,24835,2,5,1,46406,957,79
11,171,28,655,1194.01,31001,11,12,1,60609,681,11
11,171,300,734,6882.06,28295,7,12,1,60628,538,10
22,185,0,810,9619.27,67735,4,6,0,60624,169,60
11,161,10,705,5728.5,27033,2,3,1,60631,595,10
22,184,100,181,4016.13,33768,0,6,0,60612,154,14
11,181,16,966,14497.15,24932,3,5,1,60101,364,73
11,171,27,326,51314.78,18086,10,16,1,33178,507,65
11,171,368,813,665.8,33233,0,0,0,60000,300,10
11,171,28,229,45.14,26588,24,5,1,60642,590,85
250,175,0,0,100,44228,4,6,0,60606,53,30
22,185,2,408,6644.02,67719,4,6,0,60629,169,60
11,171,91,860,18830.5,60352,9,7,0,60651,982,48
11,171,388,546,5505.4,25098,2,26,5,60680,996,89
11,181,301,661,6613.33,42317,2,3,1,60612,283,13
11,171,31,449,210453.13,12554,12,5,1,30384,767,37
11,161,18,573,88,24845,6,5,1,60428,439,84
138,184,0,0,52750.8,29707,12,7,0,60693,257,12
11,171,68,154,26758.85,22978,48,7,0,60602,42,90
250,165,0,0,57131.46,33361,4,6,0,60607,508,13
250,175,0,0,961.01,33991,4,6,0,60630,571,14
11,171,41,490,435,24835,2,5,1,46406,957,79
250,135,0,0,18525.91,25107,4,6,3,60608,986,99
184,178,0,0,26461,29799,3,2,2,60605,423,94
22,185,2,670,22839.76,33587,4,6,0,60603,510,13
11,181,19,720,152.22,74381,11,12,1,60609,552,50
11,171,90,369,11.8,31059,16,17,1,46231,288,12
11,181,300,64,1200,26618,2,3,1,60426,550,10
250,175,0,0,4400.83,43881,4,6,0,60659,914,30
11,181,27,698,57902.62,33493,12,5,1,60617,205,13
11,171,30,200,2052.18,19755,12,12,1,60609,123,71
250,145,0,0,2041.55,30139,4,6,0,60610,448,12
185,179,0,0,2160987.95,53083,2,4,1,60084,437,19
11,181,87,871,12.99,33233,0,0,0,60000,300,10
11,171,389,839,430035.07,19573,2,3,1,60007,809,68
22,175,6,72,164,34966,4,6,0,60603,996,15
22,185,3,5,3507.09,67509,4,6,0,60623,857,59
11,171,18,50,244243.8,29439,7,12,1,60604,206,11
250,175,0,0,3880.8,38275,4,6,0,60653,59,13
11,181,41,124,7000,69446,6,7,0,60624,703,62
22,175,6,10,3247.75,67461,4,6,1,60606,796,25
22,175,6,944,800,44229,4,6,0,60653,53,30
138,174,0,0,5278.92,30223,12,7,0,53201,471,12
185,179,0,0,33839.77,55230,2,15,1,60631,74,13
11,171,27,150,3787.44,32564,19,5,1,60803,16,12
11,171,93,767,250,30668,14,18,1,60056,464,12
11,171,31,540,15000,28364,12,5,3,60678,380,10
188,189,0,0,24658.76,58087,11,2,5,80021,942,69
11,161,23,384,19179.07,19852,13,26,5,60661,693,66
241,164,0,0,32.22,33702,0,6,0,60647,66,14
11,171,15,456,21375.71,19651,12,5,1,60612,930,59
11,171,89,494,360,30042,17,12,1,60477,832,11
250,175,0,0,2174.8,28394,4,6,0,60608,850,11
11,161,25,96,95.34,33233,0,0,0,60000,300,10
11,181,15,527,24.12,33233,0,0,0,60000,300,10
241,164,0,0,3751.04,33693,0,6,0,60657,65,14
138,174,0,0,697966.21,29707,12,7,0,60693,257,12
250,175,0,0,2184.26,44037,4,6,0,60624,53,30
106,171,0,0,562.89,19393,15,41,3,60197,798,37
241,174,0,0,6993.04,31680,16,6,0,60613,986,12
11,171,389,861,13113.35,25098,2,26,5,60680,996,89
22,185,8,225,13303.26,77840,4,6,0,60603,626,46
11,181,27,484,4186.95,66794,2,3,1,60018,142,38
11,171,87,706,2873.22,28296,7,12,1,11747,538,10
11,181,301,636,90823.95,27075,2,26,3,60638,524,95
22,187,0,358,3353.83,51125,27,6,3,60655,171,12
11,171,29,128,2126.47,33469,12,12,1,60609,826,12
241,164,0,0,6028.97,31796,16,6,0,60606,5,13
22,185,6,613,10507.28,58628,4,6,0,60616,761,45
11,171,30,698,5305.41,32564,19,5,1,60803,16,12
11,171,41,135,1837.25,30301,0,0,0,60000,834,11
250,165,0,0,9068.87,31367,4,6,0,60640,941,12
188,179,0,0,15767.83,24392,11,2,2,60532,7,90
11,171,27,334,241.75,28295,7,12,1,60628,538,10
11,171,389,115,238092.84,46733,2,26,8,60603,333,11
138,184,0,0,5847.6,68182,12,5,1,60628,119,31
22,175,2,759,1010.79,31272,4,6,0,60609,938,12
11,171,88,213,7.17,33233,0,0,0,60000,300,10
11,171,28,575,8160,32679,12,12,1,60693,751,12
254,175,0,0,4625.86,50127,9,6,3,60661,87,90
22,175,6,854,18619.35,31262,4,6,0,60644,938,12
11,171,68,914,134867.94,34013,0,0,0,60000,666,12
11,181,87,887,706.25,30586,14,12,1,60477,994,11
11,171,43,177,1120,26603,12,5,1,60586,188,81
11,181,87,790,4.35,33233,0,0,0,60000,300,10
11,181,17,104,778.8,30871,11,12,1,60639,882,11
11,171,15,226,78.39,33233,0,0,0,60000,300,10
11,171,30,283,8078.4,17739,10,16,1,60137,126,61
154,185,0,0,10568,47144,9,15,1,60501,476,13
